biuro_kwota; biuro_nazwa; dzial_kwota; dzial_nazwa; dzial_sub_kwota; dzial_sub_nazwa; gmina; zadanie; zadanie_kwota; zadanie_typ; zadanie_tresc;
;;;;;;Powiat;2097232 -  Ś wietlice dla uczniów i wychowanków; 903.192;wydatki bie Ŝą ce;W ramach zadania finansowanych b ę dzie 6  ś wietlic szkolnych przy zespołach szkół specjalnych.  Zgodnie z zatwierdzonymi organizacjami roku szkolnego 2013/2014 zatrudnienie w  ś wietlicach wyniesie 15,88 etatów pedagogicznych.;
;;;; 10.859.956;85403 Specjalne o ś rodki szkolno-wychowawcze;Powiat;2097452 - Specjalne o ś rodki szkolno-wychowawcze; 10.458.059;wydatki bie Ŝą ce;W ramach tego zadania finansowane b ę d ą  4 specjalne o ś rodki szkolno-wychowawcze. W o ś rodkach przebywa ć  b ę dzie 225 wychowanków w 27 oddziałach. Zgodnie z zatwierdzonymi organizacjami roku szkolnego 2013/2014 zatrudnienie w o ś rodkach wyniesie 140,05 etatów, w tym 76,50 etatów pedagogicznych, 14,80 etatów administracji, 48,75 etatów obsługi. ;
;;;;;;;2097462 - Specjalne o ś rodki szkolno-wychowawcze niepubliczne; 305.897;wydatki bie Ŝą ce;W 2014 r. w zadaniu tym zaplanowano finansowanie O ś rodka Terapeutyczno - Edukacyjnego dla Dzieci i Młodzie Ŝ y z Autyzmem w NAVICULA Centrum. Planuje si ę , i Ŝ  do O ś rodka ucz ę szcza ć  b ę dzie 10 wychowanków.;
;;;;;;;2175442 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta (z algorytmu); 96.000;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze Miasta, w szczególno ś ci na realizacj ę : 1) Uchwały Nr 182/35/2013 Rady Osiedla  Ś ródmie ś cie - Wschód z dnia 4 lipca 2013 r. - remont podłogi w sali gimnastycznej w Specjalnym O ś rodku Szkolno - Wychowawczym nr 4, 2) Uchwały Nr 184/35/2013 Rady Osiedla  Ś ródmie ś cie - Wschód z dnia 4 lipca 2013 r. - wymiana nawierzchni na dziedzi ń cu w Specjalnym O ś rodku Szkolno - Wychowawczym nr 3, 3) Uchwały Nr 101/29/2013 Rady Osiedla Julianów - Marysin - Rogi z dnia 25 czerwca 2013 r. - remont wSpecjalnym O ś rodku Szkolno - Wychowawczym nr 6.;
;;;; 517.861;85404 Wczesne wspomaganie rozwoju dziecka;Powiat;2133122 - Wczesne wspomaganie rozwoju dziecka; 517.861;wydatki bie Ŝą ce;W zadaniu tym w 2014 r. finansowany b ę dzie program wczesnego wspomagania rozwoju dziecka realizowany przez 2 przedszkola specjalne niepubliczne oraz 1 szkoł ę  podstawow ą  specjaln ą niepubliczn ą . Przewidywana  ś rednia miesi ę czna liczba dzieci wyniesie około 140.;
;;;; 13.701.373;85406 Poradnie psychologiczno-pedagogiczne, w tym poradnie specjalistyczne;Powiat;2097432 - Poradnie psychologiczno-pedagogiczne, w tym poradnie specjalistyczne; 13.701.373;wydatki bie Ŝą ce;W 2014 roku w zadaniu tym finansowanych b ę dzie 9 poradni psychologiczno - pedagogicznych, w tym poradnie specjalistyczne:- Poradnia Psychologiczno-Pedagogiczna dla Młodzie Ŝ y, - Specjalistyczna Poradnia Psychologiczno-Pedagogiczna Doradztwa Zawodowego i dla Dzieci z Wadami  Rozwojowymi,- Specjalistyczna Poradnia Wspierania Rozwoju i Terapii,- 6 dzielnicowych poradni psychologiczno-pedagogicznych.Zgodnie z zatwierdzonymi organizacjami roku szkolnego 2013/2014 zatrudnienie w tych placówkachwyniesie 228,16 etatów, w tym 191,25 etatów pedagogicznych, 21,31 etatów administracji i 15,60 etatówobsługi. ;
;;;; 8.394.581;85407 Placówki wychowania pozaszkolnego;Powiat;2097392 - Placówki wychowania pozaszkolnego; 8.345.881;wydatki bie Ŝą ce;Zadanie obejmuje finansowanie Pałacu Młodzie Ŝ y oraz 3 centrów zaj ęć  pozaszkolnych. Zgodnie z zatwierdzon ą  organizacj ą  roku szkolnego 2013/2014 zatrudnienie wyniesie 153,68 etatów w tym: 80,08 etatów pedagogicznych, 39,50 etatów administracji i 34,10 etatów obsługi.;
;;;;;;;2175452 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta (z algorytmu); 42.000;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zadania zgłoszonego przez jednostk ę pomocnicz ą  Miasta, tj. na realizacj ę : 1) Uchwały Nr 217 Rady Osiedla Rokicie z dnia 27 czerwca 2013 r. - wyło Ŝ enie kostki brukowej wokół budynku i wykonanie placu zabaw  dla dzieci w Centrum Zaj ęć  Pozaszkolnych nr 2.;
;;;;;;;2190732 - "We ź  nogi za pas - zorientuj si ę  si ę  na przyrod ę " - XI edycja zawodów na orientacj ę  po Lesie Łagiewnickim organizowane przez Centrum Zaj ęć  Pozaszkolnych nr 1 w Łodzi; 6.700;wydatki bie Ŝą ce;Zgodnie z Umow ą  zawart ą  pomi ę dzy Wojewódzkim Funduszem Ochrony  Ś rodowiska i Gospodarki Wodnej w Łodzi, a Miastem Łód ź  nr 602/EE/D/2013 z dnia 30 pa ź dziernika 2013 r. zakres rzeczowy dotyczy realizacji zadania pn. "We ź  nogi za pas - zorientuj si ę  na przyrod ę " - XI edycja zawodów na orientacj ę  po Lesie Łagiewnickim organizowane przez Centrum Zaj ęć  Pozaszkolnych nr 1 w Łodzi.;
;;;; 7.448.103;85410 Internaty i bursy szkolne;Powiat;2097482 - Bursy szkolne niepubliczne; 2.183.052;wydatki bie Ŝą ce;W roku 2014 dotowane b ę d ą  2 bursy szkolne niepubliczne prowadzone przez: Zgromadzenie Sióstr Matki Bo Ŝ ej Miłosierdzia im.  Ś w. Faustyny oraz Łódzkie Stowarzyszenie Pomocy Szkole. W bursach przebywa ć b ę dzie około 200  wychowanków.;
;;;;;;;2115162 - Internaty i bursy szkolne; 5.043.275;wydatki bie Ŝą ce;Zadanie obejmuje finansowanie 2 burs szkolnych, gdzie mieszka ć  b ę dzie 670 uczniów.  Zgodnie z zatwierdzonymi organizacjami roku szkolnego 2013/2014 zatrudnienie w tych placówkachwynosi ć  b ę dzie 72 etaty, w tym 21 etatów pedagogicznych, 11 etatów administracji i 40 etatów obsługi.;
;;;;;;;2133272 - Dotacja dla burs szkolnych publicznych; 221.776;wydatki bie Ŝą ce;W roku 2014 dotowana b ę dzie jedna bursa szkolna publiczna prowadzona przez Towarzystwo Salezja ń skie Inspektoria  ś w. Stanisława Kostki w Warszawie. W  bursie planuje si ę  pobyt około 33 wychowanków.;
;;;; 379.772;85411 Domy wczasów dzieci ę cych;Powiat;2097382 - Domy wczasów dzieci ę cych; 379.772;wydatki bie Ŝą ce;W ramach zadania finansowaniem zostan ą  obj ę te o ś rodki kolonijne w Grotnikach i Sosnówce. W o ś rodkach zatrudnienie wyniesie 6,75 etatów obsługi.;
;;;; 1.000.000;85412 Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzie Ŝ y szkolnej, a tak Ŝ e szkolenia młodzie Ŝ y;Gmina;2133001 - Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzie Ŝ y; 1.000.000;wydatki bie Ŝą ce;Zadanie realizowane b ę dzie przez organizacje pozarz ą dowe, szkoły i placówki o ś wiatowe.  Polega na organizacji wypoczynku dla dzieci i młodzie Ŝ y w okresie ferii zimowych i wakacji letnich. Organizatorzy kolonii zostan ą  wyłonieni w drodze przetargu nieograniczonego zgodnie z procedur ą wynikaj ą c ą  z ustawy Prawo zamówie ń  publicznych.;
;;;; 1.408.200;85415 Pomoc materialna dla uczniów;Gmina;2153521 - Stypendia i zasiłki szkolne dla uczniów najubo Ŝ szych; 1.408.200;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczone zostan ą  na zabezpieczenie wkładu własnego zadania zwi ą zanego z edukacyjn ą  pomoc ą  stypendialn ą  o charakterze socjalnym, obejmuj ą c ą  stypendia i zasiłki szkolne dla uczniów najubo Ŝ szych. Obsług ą  finansow ą  powy Ŝ szego zadania zajmie si ę  Zespół Ekonomiczno - Administracyjny Szkół.;
;;;; 939.224;85417 Szkolne schroniska młodzie Ŝ owe;Powiat;2115152 - Szkolne schroniska młodzie Ŝ owe; 939.224;wydatki bie Ŝą ce;W roku 2014 w zadaniu finansowane b ę dzie Szkolne Schronisko Młodzie Ŝ owe, które administruje dwoma obiektami  (przy ul. Legionów i ul. Zamenhofa) i dysponuje 121 miejscami noclegowymi. Zgodnie zzatwierdzon ą  organizacj ą  roku szkolnego 2013/2014 zatrudnienie w schronisku wyniesie 20,33 etatów, w tym 1,20 etatów pedagogicznych, 7,13 etatów administracji i 12 etatów obsługi.;
;;;; 5.386.560;85420 Młodzie Ŝ owe o ś rodki wychowawcze;Powiat;2097722 - Młodzie Ŝ owe O ś rodki Wychowawcze; 5.386.560;wydatki bie Ŝą ce;Planowane  ś rodki przeznaczone zostan ą  na sfinansowanie kosztów utrzymania 2 młodzie Ŝ owych o ś rodków wychowawczych. Zgodnie z zatwierdzon ą  organizacj ą  roku szkolnego 2013/2014 zatrudnienie w tych placówkach wyniesie 76,80 etatów, w tym 47,50 etatów pedagogicznych, 11,30etatów administracji i 18 etatów obsługi. W o ś rodkach przebywa ć  b ę dzie 110 dzieci w 8 oddziałach.;
;;;; 10.081.210;85421 Młodzie Ŝ owe o ś rodki socjoterapii;Powiat;2097732 - Młodzie Ŝ owe O ś rodki Socjoterapii; 8.946.155;wydatki bie Ŝą ce;Planowane  ś rodki przeznacza si ę  na sfinansowanie kosztów utrzymania 4 młodzie Ŝ owych o ś rodków socjoterapii. Zgodnie z zatwierdzon ą  organizacj ą  roku szkolnego 2013/2014 zatrudnienie wyniesie 132,36 etatów, w tym 73,51 etatów pedagogicznych, 20,85 etatów administracji i 38 etatów obsługi. W o ś rodkach przebywa ć  b ę dzie 184 dzieci w 15 oddziałach. ;
;;;;;;;2098272 - Młodzie Ŝ owe o ś rodki socjoterapii - niepubliczne; 1.110.055;wydatki bie Ŝą ce;W zadaniu tym finansowane b ę d ą  2 młodzie Ŝ owe o ś rodki socjoterapii, w których planuje si ę  obj ąć  opiek ą dzienn ą  około 166 dzieci.;
;;;;;;;2190302 - Wydatki na realizacj ę  zada ń  zgłoszonych przez jednostki pomocnicze miasta (z algorytmu); 25.000;wydatki bie Ŝą ce;Planowane wydatki przeznaczone zostan ą  na realizacj ę  zadania zgłoszonego przez jednostk ę pomocnicz ą  Miasta, tj. na realizacj ę : 1) Uchwały Nr 117/46/2013 Rady Osiedla Bałuty Zachodnie z dnia 1 lipca 2013 r. - prace remontowe wpomieszczeniach dydaktycznych w Młodzie Ŝ owym O ś rodku Socjoterapii nr 2.;
;;;; 229.150;85446 Dokształcanie i doskonalenie nauczycieli;Powiat;2097502 - Dokształcanie i doskonalenie nauczycieli; 229.150;wydatki bie Ŝą ce;Wyodr ę bnione w tym zadaniu  ś rodki w wysoko ś ci 1 % planowanych rocznych  ś rodków od płac nauczycieli za 2014 r. zostan ą  przeznaczone na cz ęś ciow ą  organizacj ę  szkole ń , kursów nauczycieli oraz zakup materiałów szkoleniowych. Dotyczy to nauczycieli zatrudnionych w powiecie. ;
;; 161.000;900 Gospodarka komunalna i ochrona  ś rodowiska; 161.000;90004 Utrzymanie zieleni w miastach i gminach;Gmina;2175651 - Prace piel ę gnacyjne drzew i krzewów oraz nowe nasadzenia drzew na terenach przy placówkach o ś wiatowych prowadzonych przez Miasto Łód ź; 101.000;wydatki bie Ŝą ce;Ś rodki finansowe przeznaczy si ę  na prace piel ę gnacyjne drzew i krzewów oraz nasadzenia drzew na terenach przy placówkach o ś wiatowych prowadzonych przez  Miasto Łód ź .;
;;;;;;Powiat;2175652 - Prace piel ę gnacyjne drzew i krzewów oraz nowe nasadzenia drzew na terenach przy placówkach o ś wiatowych prowadzonych przez Miasto Łód ź; 60.000;wydatki bie Ŝą ce;Ś rodki przeznacza si ę  na prace piel ę gnacyjne drzewostanu na terenach przy powiatowych placówkach o ś wiatowych prowadzonych przez Miasto Łód ź .;
;; 1.788.864;926 Kultura fizyczna; 1.788.864;92601 Obiekty sportowe;Gmina;2133801 - Wydatki bie Ŝą ce zwi ą zane z utrzymaniem boisk "ORLIK 2012"; 1.190.700;wydatki bie Ŝą ce;W ramach tego zadania  ś rodki finansowe przeznaczane b ę d ą  na wynagrodzenia dla osób organizuj ą cych i prowadz ą cych zaj ę cia sportowo-rekreacyjne oraz wynagrodzenia dla osób sprz ą taj ą cych na obiektach powstałych w ramach programu "Moje boisko ORLIK 2012", a tak Ŝ e na wydatki zwi ą zane z comiesi ę cznymi opłatami zwi ą zanymi z utrzymaniem i wyposa Ŝ eniem boisk.;
;;;;;;;2190901 - Bie Ŝą ce remonty najstarszych boisk Orlik i doposa Ŝ enie w niezb ę dn ą  infrastruktur ę  sportow ą; 132.871;wydatki bie Ŝą ce;Zaplanowana kwota zostanie przeznaczona na wykonanie bie Ŝą cych remontów najstarszych boisk Orlik i doposa Ŝ enie ich w niezb ę dn ą  infrastruktur ę  sportow ą;
;;;;;;Powiat;2133802 - Wydatki bie Ŝą ce zwi ą zane z utrzymaniem boisk "ORLIK 2012"; 465.293;wydatki bie Ŝą ce;W ramach tego zadania  ś rodki finansowe przeznaczane b ę d ą  na wynagrodzenia dla osób organizuj ą cych i prowadz ą cych zaj ę cia sportowo-rekreacyjne oraz wynagrodzenia dla osób sprz ą taj ą cych na obiektach powstałych w ramach programu "Moje boisko ORLIK 2012", a tak Ŝ e na wydatki zwi ą zane z comiesi ę cznymi opłatami zwi ą zanymi z utrzymaniem i wyposa Ŝ eniem boisk.;
 1.082.104;Wydział Finansowy; 1.067.104;750 Administracja publiczna; 76.800;75023 Urz ę dy gmin (miast i miast na prawach powiatu);Gmina;2042831 - Wydatki zwi ą zane z działalno ś ci ą  Wydziału; 76.800;wydatki bie Ŝą ce;Ś rodki powy Ŝ sze przeznaczone zostan ą  m.in. na opłaty pocztowe, opłaty komornicze, koszty post ę powania s ą dowego i prokuratorskiego, opłaty biegłych i ekspertyz oraz inne wydatki zwi ą zane z działalno ś ci ą  Wydziału.;
;;;; 990.304;75095 Pozostała działalno ść;Gmina;2177641 - Pokrycie kosztów inkasa opłaty targowej; 904.074;wydatki bie Ŝą ce;Ś rodki powy Ŝ sze przeznaczone zostan ą  na pokrycie kosztów inkasa opłaty targowej.;
;;;;;;;2177651 - Wydatki zwi ą zane z poborem podatków; 53.230;wydatki bie Ŝą ce;Ś rodki powy Ŝ sze przeznaczone zostan ą  m.in. na opłaty pocztowe, opłaty komornicze, pokrycie kosztów post ę powania egzekucyjnego w administracji oraz wpisy do hipoteki.;
;;;;;;;2177661 - Wydatki zwi ą zane z poborem opłaty skarbowej; 33.000;wydatki bie Ŝą ce;Zaplanowane  ś rodki finansowe przeznaczone zostan ą  na wynagrodzenia dla inkasentów opłaty skarbowej.;
;; 15.000;900 Gospodarka komunalna i ochrona  ś rodowiska; 15.000;90002 Gospodarka odpadami;Gmina;2187431 - Wydatki zwi ą zane z poborem opłaty za gospodarowanie odpadami komunalnymi; 15.000;wydatki bie Ŝą ce;Ś rodki powy Ŝ sze przeznaczone zostan ą  m.in. na opłaty pocztowe, opłaty komornicze, pokrycie kosztów post ę powania egzekucyjnego w administracji.;
